TIMESTAMP,ContextTokens,GeneratedTokens
2023-11-16 18:21:33.4381570,2545,7
2023-11-16 18:21:33.4383540,143,6
2023-11-16 18:21:33.5342500,349,13
2023-11-16 18:21:33.5356710,5901,7
2023-11-16 18:21:33.8582870,174,10
2023-11-16 18:21:33.9342020,4078,12
2023-11-16 18:21:33.9357030,7435,10
2023-11-16 18:21:33.9656950,229,15
2023-11-16 18:21:34.0387720,173,11
2023-11-16 18:21:34.2348410,1432,25
2023-11-16 18:21:34.5078800,2386,148
2023-11-16 18:21:35.2350530,840,10
2023-11-16 18:21:35.3347990,5957,13
2023-11-16 18:21:35.4342290,3511,45
2023-11-16 18:21:35.4353160,3014,13
2023-11-16 18:21:35.8343310,172,14
2023-11-16 18:21:35.9553320,4078,13
2023-11-16 18:21:36.0893000,5902,21
2023-11-16 18:21:36.1341170,2605,792
2023-11-16 18:21:36.1349750,7435,9
2023-11-16 18:21:36.1588480,3513,14
2023-11-16 18:21:36.7115020,172,21
2023-11-16 18:21:36.7257300,2504,16
2023-11-16 18:21:37.1355090,1433,14
2023-11-16 18:21:37.2371340,338,7
2023-11-16 18:21:37.4372690,2504,17
2023-11-16 18:21:37.6980540,1094,10
2023-11-16 18:21:37.9003470,3768,41
2023-11-16 18:21:37.9341600,1433,16
2023-11-16 18:21:38.0395520,2867,6
2023-11-16 18:21:38.0442140,5804,61
2023-11-16 18:21:38.1377400,173,16
2023-11-16 18:21:38.2340910,4075,10
2023-11-16 18:21:38.2352500,2867,7
2023-11-16 18:21:38.2540960,5961,11
2023-11-16 18:21:38.3365340,7412,14
2023-11-16 18:21:38.3411490,2506,10
2023-11-16 18:21:38.4343460,144,6
2023-11-16 18:21:38.5440090,2559,53
2023-11-16 18:21:38.7343930,3514,87
2023-11-16 18:21:38.7361380,41,8
2023-11-16 18:21:38.8370610,1263,30
2023-11-16 18:21:38.8387880,2507,6
2023-11-16 18:21:38.9359400,2390,6
2023-11-16 18:21:38.9361980,2093,9
2023-11-16 18:21:39.0344460,2868,14
2023-11-16 18:21:39.0399090,174,9
2023-11-16 18:21:39.4372680,200,10
2023-11-16 18:21:39.5361000,718,6
2023-11-16 18:21:39.6518550,3514,49
2023-11-16 18:21:39.6651160,3777,15
2023-11-16 18:21:39.7342760,2868,17
2023-11-16 18:21:40.0342510,201,8
2023-11-16 18:21:40.0390060,5963,7
2023-11-16 18:21:40.4128370,1951,48
2023-11-16 18:21:40.6689400,178,8
2023-11-16 18:21:40.7426060,1698,6
2023-11-16 18:21:40.8341640,173,15
2023-11-16 18:21:40.8343440,7435,139
2023-11-16 18:21:40.9343790,363,8
2023-11-16 18:21:41.4343890,1953,15
2023-11-16 18:21:41.5377000,292,15
2023-11-16 18:21:41.7760340,3385,22
2023-11-16 18:21:42.0343380,3515,54
2023-11-16 18:21:42.1345200,41,36
2023-11-16 18:21:42.2431170,204,63
2023-11-16 18:21:42.3748180,336,9
2023-11-16 18:21:42.5847970,4075,24
2023-11-16 18:21:42.6362370,179,11
2023-11-16 18:21:42.7349030,1434,18
2023-11-16 18:21:42.9897910,224,12
2023-11-16 18:21:43.0535750,2403,37
2023-11-16 18:21:45.8849050,127,71
2023-11-16 18:21:46.1058540,3265,7
2023-11-16 18:21:46.1299720,55,777
2023-11-16 18:21:46.1790710,146,35
2023-11-16 18:21:46.2112780,3480,13
2023-11-16 18:21:46.2991580,2003,46
2023-11-16 18:21:46.4780550,148,10
2023-11-16 18:21:46.9476590,3480,12
2023-11-16 18:21:47.0081760,4750,19
2023-11-16 18:21:47.5450700,3480,10
2023-11-16 18:21:47.5781610,148,32
2023-11-16 18:21:48.0993420,3482,10
2023-11-16 18:21:48.1007000,7436,14
2023-11-16 18:21:48.1045220,247,13
2023-11-16 18:21:48.1803880,741,18
2023-11-16 18:21:48.4800400,7435,10
2023-11-16 18:21:48.5848200,243,9
2023-11-16 18:21:48.6777110,4749,39
2023-11-16 18:21:48.8567640,3630,9
2023-11-16 18:21:48.9757780,3281,6
2023-11-16 18:21:49.0591330,6499,19
2023-11-16 18:21:57.1585440,198,70
2023-11-16 18:21:57.3597120,2689,22
2023-11-16 18:21:57.3619690,747,8
2023-11-16 18:21:57.3932470,1165,15
2023-11-16 18:21:57.4895340,40,55
2023-11-16 18:21:57.4930490,2330,8
2023-11-16 18:21:57.6627870,356,8
2023-11-16 18:21:57.9932420,298,60
2023-11-16 18:21:58.0906250,767,35
2023-11-16 18:21:58.0919230,767,11
2023-11-16 18:21:58.2597700,747,9
2023-11-16 18:21:58.5614760,356,7
2023-11-16 18:21:58.6604060,7435,8
2023-11-16 18:21:58.7609910,4675,14
2023-11-16 18:21:58.8800250,2821,12
2023-11-16 18:21:58.8800920,770,14
2023-11-16 18:21:59.0641170,298,100
2023-11-16 18:21:59.1824050,2331,6
2023-11-16 18:21:59.5603990,1085,9
2023-11-16 18:21:59.5604580,358,17
2023-11-16 18:21:59.7599580,4656,9
2023-11-16 18:21:59.9630090,2692,7
2023-11-16 18:22:00.1597390,299,46
2023-11-16 18:22:00.1821970,2462,11
2023-11-16 18:22:00.3597630,900,841
2023-11-16 18:22:00.3600950,36,49
2023-11-16 18:22:00.4977890,19,10
2023-11-16 18:22:00.6620350,853,7
2023-11-16 18:22:00.7640850,2825,7
2023-11-16 18:22:00.7640910,348,16
2023-11-16 18:22:01.3589950,774,16
2023-11-16 18:22:01.4210560,854,8
2023-11-16 18:22:01.9603850,2825,295
2023-11-16 18:22:01.9604940,349,34
2023-11-16 18:22:02.1645490,298,115
2023-11-16 18:22:02.2606500,261,6
2023-11-16 18:22:02.3617090,37,34
2023-11-16 18:22:02.5650530,854,16
2023-11-16 18:22:02.5652090,261,6
2023-11-16 18:22:03.5565070,6735,34
2023-11-16 18:22:03.6704860,3026,17
2023-11-16 18:22:03.7255580,3165,26
2023-11-16 18:22:03.9373530,1985,19
